customer_id,name,email,quality_score,total_transactions,successful_transactions,failed_transactions,average_transaction_value,lifetime_value
2541,Dillon Simmons,jerry08@example.net,0.626,10,6,4,1005.82,6034.91
2542,Brian Smith,thompsonrobert@example.com,0.477,17,8,9,2568.88,20551.05
2543,Todd Knox,kevinhorn@example.org,0.667,19,12,7,2601.27,31215.24
2544,Raymond Roberts,jaclyn37@example.net,0.601,31,18,13,4475.9,80566.15
2545,Antonio Price,smithchase@example.net,0.748,32,23,9,466.61,10732.02
2546,Hannah Collins,collinslucas@example.com,0.462,20,9,11,341.25,3071.21
2547,Garrett Lopez,tfernandez@example.com,0.964,23,22,1,2963.6,65199.21
2548,Justin Miller,dianahill@example.com,0.696,36,25,11,2185.69,54642.35
2549,Deanna Smith,nrichards@example.com,0.431,35,15,20,1781.06,26715.89
2550,Jennifer Crosby,aaron87@example.net,0.717,3,2,1,847.26,1694.53
2551,Heather Sweeney,bonniedelacruz@example.com,0.975,35,34,1,1514.23,51483.83
2552,Terrence George,rogerschristopher@example.org,0.572,38,21,17,3459.81,72656.08
2553,Jennifer Christensen,nelsonmartin@example.org,0.847,33,27,6,1179.53,31847.33
2554,Michael Foster,wongcasey@example.org,0.42,44,18,26,1935.14,34832.6
2555,Andrew Graham,ewright@example.com,0.253,34,8,26,3004.25,24034.0
2556,Krystal Lewis,cbrown@example.org,0.714,8,5,3,2442.1,12210.49
2557,Jesse Bailey,banderson@example.com,0.637,37,23,14,1353.18,31123.11
2558,Brittney Rogers,ccummings@example.org,0.407,14,5,9,2698.88,13494.4
2559,James Stevens,dfrancis@example.net,0.85,42,35,7,236.44,8275.36
2560,Vicki Roberts,andersonpaige@example.com,0.788,49,38,11,4808.16,182709.93
2561,Stacy Washington,moorejanice@example.net,0.896,2,1,1,589.2,589.2
2562,Amber Thomas,steven62@example.org,0.501,25,12,13,2078.89,24946.71
2563,Tracey Hughes,david38@example.org,0.758,38,28,10,2549.79,71394.11
2564,Anthony Shea,jessica07@example.net,0.613,18,11,7,3366.57,37032.32
2565,Anthony Adams,janet95@example.net,0.548,34,18,16,1208.89,21759.99
2566,Michael Carter,zstanley@example.net,0.55,16,8,8,4867.01,38936.07
2567,Melissa Blake,ncarlson@example.org,0.735,29,21,8,370.25,7775.33
2568,Amy Hester,twalker@example.com,0.552,11,6,5,2921.36,17528.17
2569,Diane Alexander,lindseyhall@example.net,0.692,1,0,1,445.66,0.0
2570,Kyle Shepherd,chelseacarrillo@example.net,0.869,26,22,4,1551.37,34130.1
2571,Brittany Salinas,schroederdaniel@example.org,0.795,23,18,5,3134.0,56411.95
2572,Paul Marquez,xrichards@example.com,0.741,11,8,3,4404.48,35235.86
2573,Gwendolyn Cole,williamsvalerie@example.org,0.805,42,33,9,1941.22,64060.42
2574,Melissa Arnold,danieljohnson@example.net,0.736,18,13,5,4741.63,61641.24
2575,Wanda Nguyen,andrewoliver@example.com,0.948,28,26,2,3568.33,92776.65
2576,Lauren Simpson,robertbrown@example.com,0.624,39,24,15,3298.25,79157.96
2577,Fred Shepherd,mathewmeyer@example.net,0.826,30,24,6,2465.64,59175.26
2578,Shari Zamora,dgill@example.net,0.869,36,31,5,4161.99,129021.67
2579,Jeremy Best,mcmahonchristopher@example.net,0.781,49,38,11,267.61,10169.36
2580,Darlene Fisher,vthomas@example.net,0.684,41,28,13,2026.72,56748.09
2581,Melissa Riley,rfarmer@example.org,0.59,24,14,10,4874.96,68249.45
2582,Dana Doyle,gregorycunningham@example.net,0.653,10,6,4,4734.6,28407.62
2583,Matthew Rivas,angelareyes@example.com,0.865,15,12,3,2497.77,29973.22
2584,Derrick Hensley,jacqueline88@example.com,0.788,22,17,5,4838.4,82252.81
2585,Karen Walsh,jamesmack@example.com,0.765,47,35,12,2310.28,80859.91
2586,Beverly Macias,brian39@example.net,0.728,46,33,13,3307.72,109154.83
2587,Leslie Arnold,katiesnyder@example.org,0.723,11,7,4,2485.92,17401.42
2588,Joseph Luna,james52@example.org,0.694,21,14,7,1482.49,20754.8
2589,Joe Dennis,coxkrista@example.com,0.848,48,40,8,2363.45,94537.85
2590,Charles Robinson,hector71@example.net,0.565,12,6,6,4000.25,24001.47
2591,Mr. David Hopkins,mccalleric@example.org,0.663,10,6,4,3420.86,20525.16
2592,Krystal Jones,stephenskaren@example.net,0.535,41,21,20,3448.01,72408.21
2593,Tracey Daniel,stephanie70@example.com,0.713,46,32,14,3870.32,123850.18
2594,Suzanne Shea,edwin64@example.com,0.695,47,32,15,562.86,18011.53
2595,Taylor Mullins,antonio18@example.net,0.673,21,14,7,2817.52,39445.35
2596,Blake Glenn,tiffany10@example.org,0.811,23,18,5,829.07,14923.22
2597,Christopher Hart,scott37@example.org,0.724,24,17,7,419.49,7131.29
2598,Benjamin Flores,charlescooper@example.org,0.655,39,25,14,4167.92,104197.97
2599,Cathy Moore,xsutton@example.com,0.74,28,20,8,3725.35,74506.94
2600,Michelle Chavez,jaclyn57@example.org,0.88,40,35,5,4913.26,171964.03
2601,Taylor Mcclure,cgreene@example.com,0.693,28,19,9,2071.49,39358.4
2602,Melanie Campbell,joseph29@example.org,0.901,7,6,1,3735.47,22412.85
2603,Kevin Campbell,kdavies@example.com,0.427,17,7,10,3095.81,21670.67
2604,Dr. Margaret Key,melissa09@example.com,0.768,37,28,9,1819.88,50956.6
2605,Elizabeth Smith,tinapierce@example.com,0.904,38,34,4,3763.79,127968.7
2606,Andrea Barrett,jonathan97@example.com,0.857,30,25,5,1599.94,39998.38
2607,Matthew Bates,heatherdiaz@example.net,0.708,37,26,11,4057.79,105502.44
2608,Michael Diaz,pamelalewis@example.org,0.591,32,18,14,4255.07,76591.21
2609,Jonathan Humphrey,jamesrogers@example.net,0.844,43,36,7,3433.83,123617.86
2610,Susan Flores,johnsonbrandon@example.org,0.922,41,37,4,3245.5,120083.66
2611,Troy West,snielsen@example.net,0.413,37,15,22,4023.64,60354.55
2612,Robert Espinoza,christopher71@example.org,0.961,26,24,2,3699.38,88785.13
2613,Jacqueline Black,hhill@example.com,0.936,36,33,3,1580.34,52151.37
2614,Kenneth Powers,rlee@example.net,0.723,46,33,13,3578.02,118074.56
2615,William Moon,beverly16@example.org,0.783,4,3,1,1854.43,5563.29
2616,Krista Mayer,fosterkristine@example.org,0.973,1,0,1,3181.45,0.0
2617,Deborah Williams,nadams@example.net,0.772,1,0,1,584.2,0.0
2618,Stacy Willis,langmike@example.org,0.731,7,5,2,1494.31,7471.55
2619,Kimberly Brooks,ugarcia@example.com,0.655,49,32,17,1998.33,63946.71
2620,George Martin PhD,petersendanielle@example.org,0.551,35,19,16,472.23,8972.42
2621,Tammy Lyons DDS,michael13@example.net,0.704,26,18,8,2034.71,36624.73
2622,Matthew Williamson,whitneyrodriguez@example.com,0.815,18,14,4,786.14,11005.97
2623,Tyler Miller,qprice@example.com,0.739,4,2,2,395.71,791.42
2624,Roger Jones,cwyatt@example.net,0.767,33,25,8,979.37,24484.31
2625,Terri Blackburn,john70@example.com,0.651,46,29,17,4019.49,116565.3
2626,Lori Logan,mcdonaldkristina@example.org,0.664,40,26,14,1949.94,50698.36
2627,Michael Nichols,gjacobs@example.org,0.879,26,22,4,3117.96,68595.18
2628,Alan Stone,lkirby@example.net,0.749,32,23,9,1855.92,42686.11
2629,Meghan Lee,brownjoseph@example.net,0.46,31,14,17,4483.38,62767.29
2630,Heather Haas,cmeyer@example.org,0.808,9,7,2,2381.14,16667.96
2631,Natalie Green,timothyflores@example.com,0.493,22,10,12,1256.05,12560.48
2632,Kevin Rhodes,maryrussell@example.com,0.725,28,20,8,4701.4,94028.06
2633,Edward Gill,wilkersonmark@example.org,0.725,38,27,11,2043.43,55172.54
2634,Tammie Cruz,anna71@example.org,0.396,17,6,11,3439.02,20634.14
2635,Melinda Tran,david41@example.net,0.514,3,1,2,3022.93,3022.93
2636,John Roberts,samanthalee@example.net,0.771,8,6,2,1012.57,6075.44
2637,Katie George,markrandall@example.org,0.505,30,15,15,3888.8,58332.01
2638,Justin Benitez,joneskatie@example.com,0.591,6,3,3,1987.63,5962.9
2639,Crystal West,cheyenne05@example.org,0.729,36,26,10,2623.05,68199.29
2640,Dana Gutierrez,schmidtjohn@example.org,0.76,42,31,11,2276.77,70579.82
2641,Krista Graham,zwells@example.net,0.713,18,12,6,2460.59,29527.11
2642,Robert Martin,benjaminallison@example.org,0.504,31,15,16,3042.11,45631.72
2643,Jason Rodriguez,jessica12@example.net,0.721,36,25,11,3201.0,80025.0
2644,Lisa Aguilar,yolanda57@example.org,0.82,8,6,2,1356.57,8139.42
2645,Victoria Chavez,ucruz@example.org,0.651,4,2,2,2816.92,5633.83
2646,Jill Castillo,ekramer@example.com,0.78,48,37,11,4814.14,178123.19
2647,Sean Hodges,agiles@example.org,0.61,17,10,7,2973.95,29739.54
2648,Bryan Smith,mhull@example.net,0.545,42,22,20,3841.07,84503.43
2649,Taylor Young,sarah37@example.org,0.803,25,20,5,2731.65,54633.07
2650,Beth Williams,aharvey@example.com,0.967,42,40,2,4825.7,193027.94
2651,Patricia Murphy,lewisbrenda@example.org,0.657,22,14,8,1127.38,15783.34
2652,Darrell Moore,leonard60@example.org,0.862,14,12,2,1634.34,19612.05
2653,Christina Boyer,theresa22@example.com,0.729,39,28,11,943.09,26406.63
2654,Jerry Wade,christopher94@example.org,0.912,48,43,5,3553.27,152790.69
2655,Jeremiah Jenkins,ramosregina@example.org,0.812,14,11,3,982.0,10801.97
2656,James Evans,james68@example.net,0.86,41,35,6,2705.61,94696.24
2657,Nathan Hunt,orichards@example.org,0.864,6,5,1,3483.11,17415.53
2658,Amanda Harris,brandon11@example.com,0.684,13,8,5,1101.81,8814.46
2659,Laura Rojas,austinangela@example.org,0.582,44,25,19,428.54,10713.49
2660,Christopher Lane,sierra66@example.net,0.915,26,23,3,3433.75,78976.33
2661,Michael Maxwell,ashley81@example.com,0.8,40,32,8,3069.17,98213.49
2662,Leslie Savage,vcollins@example.org,0.68,44,29,15,898.59,26059.1
2663,Stephanie Griffin,coreyestes@example.com,0.882,36,31,5,3986.58,123583.87
2664,Eric Wallace,adrake@example.org,0.684,28,19,9,4257.61,80894.56
2665,Lynn Perez,danabrown@example.org,0.698,12,8,4,1043.09,8344.72
2666,Steven Turner,angela99@example.com,0.728,8,5,3,2654.93,13274.63
2667,Kelly Freeman,dyerkimberly@example.org,0.963,2,1,1,4524.02,4524.02
2668,Yolanda Michael,lsanchez@example.net,0.649,14,9,5,3969.04,35721.33
2669,Kaylee Robinson,jeanettescott@example.org,0.52,16,8,8,338.55,2708.41
2670,Ashley Morrison,reginacannon@example.com,0.812,18,14,4,605.08,8471.06
2671,Joseph Burns,hillkaitlyn@example.com,0.616,46,28,18,2558.79,71646.01
2672,Tina Duke,hubbardwilliam@example.net,0.583,8,4,4,1138.32,4553.28
2673,Sheila Martin,dawsonangela@example.org,0.833,36,29,7,913.96,26504.82
2674,James Bell,john16@example.org,0.678,12,8,4,3010.17,24081.35
2675,William Morales,amber62@example.com,0.658,34,22,12,4597.52,101145.55
2676,John Mccarthy,hlewis@example.com,0.676,33,22,11,3521.96,77483.13
2677,Heather Crawford,emilydougherty@example.net,0.91,31,28,3,1079.81,30234.63
2678,Tyler Allen,derrick85@example.com,0.441,9,3,6,2975.08,8925.23
2679,Lisa Castillo,nicole17@example.net,0.61,5,3,2,1080.37,3241.1
2680,Tammy Steele,jasonarmstrong@example.net,0.48,23,11,12,4544.4,49988.44
2681,Thomas George,dalehale@example.org,0.692,48,33,15,215.0,7094.9
2682,Michelle Wilson,wagneranita@example.org,0.717,43,30,13,2472.1,74163.0
2683,Makayla Morrison,xwilliams@example.net,0.89,45,40,5,3685.19,147407.51
2684,Leslie Webster,anthonycollier@example.org,0.778,22,17,5,4057.12,68971.12
2685,Joshua Aguilar,ethompson@example.org,0.959,19,18,1,4308.68,77556.31
2686,Crystal Grant,gouldjennifer@example.org,0.558,47,26,21,825.07,21451.78
2687,Maria Olson,katherinepark@example.com,0.743,3,2,1,2289.91,4579.82
2688,Michael Miller,jessicacarter@example.org,0.881,31,27,4,981.21,26492.77
2689,Heather Smith,briansmith@example.net,0.801,48,38,10,4852.33,184388.65
2690,Curtis Glass,bradshawscott@example.net,0.422,39,16,23,568.48,9095.69
2691,Mrs. Elizabeth Ingram,dhudson@example.com,0.96,36,34,2,3999.4,135979.49
2692,Paige Campbell,ofitzpatrick@example.net,0.797,6,4,2,3833.75,15335.02
2693,Jesse Lewis,michelle83@example.net,0.845,44,37,7,2704.99,100084.64
2694,Denise Williams,taylorbrian@example.org,0.593,34,20,14,2652.78,53055.69
2695,Derrick Johnson,ajones@example.net,0.853,4,3,1,4557.57,13672.7
2696,Ann Thomas DDS,richmondjesus@example.org,0.819,41,33,8,829.69,27379.72
2697,Samantha Schwartz,anthony53@example.com,0.749,44,32,12,4534.96,145118.81
2698,Andrea Dawson,karen64@example.org,0.816,30,24,6,3379.99,81119.82
2699,Jessica Lewis,mary89@example.net,0.876,24,21,3,3532.39,74180.09
2700,Jonathan Mcmahon,brettjones@example.com,0.521,17,8,9,4169.65,33357.18
2701,Dr. Sarah Ferguson,michellemurray@example.com,0.932,34,31,3,2085.44,64648.62
2702,Dawn Rhodes,davidhenderson@example.org,0.585,21,12,9,3401.1,40813.17
2703,Lauren Coleman,sydney58@example.com,0.753,35,26,9,4693.72,122036.7
2704,Lindsay Gaines,kimberlymckenzie@example.org,0.636,12,7,5,4941.04,34587.25
2705,Charles Jensen,mmathews@example.net,0.559,2,1,1,3340.88,3340.88
2706,Natasha Jensen,adrian09@example.org,0.881,17,14,3,3579.79,50117.02
2707,Michael Horton,johnsonmichelle@example.com,0.65,28,18,10,1016.39,18295.04
2708,Kristy Martin,harrisonwilliam@example.org,0.846,29,24,5,4508.55,108205.13
2709,Carmen Morris,pramos@example.com,0.503,32,16,16,395.36,6325.74
2710,William Collins,lucasbrenda@example.org,0.842,48,40,8,4014.46,160578.48
2711,Adam Silva,gcurry@example.net,0.577,8,4,4,1001.49,4005.98
2712,Jack Little,robinsonryan@example.org,0.735,17,12,5,1563.98,18767.78
2713,Jamie Garner,rhodesrachel@example.net,0.468,43,20,23,2347.57,46951.5
2714,Mrs. April Duran,patricia53@example.com,0.571,23,13,10,2500.01,32500.17
2715,Cristina Rogers,evanrodriguez@example.org,0.743,41,30,11,4821.62,144648.48
2716,Neil Baxter,ramireztracy@example.net,0.761,12,9,3,4895.47,44059.26
2717,Christopher Riley,isaiah17@example.org,0.616,5,3,2,3117.82,9353.47
2718,Laurie Collins,hallcatherine@example.net,0.683,44,30,14,3563.0,106889.91
2719,Ricky Hansen,gbishop@example.net,0.925,3,2,1,4049.34,8098.68
2720,William Lewis,wroth@example.net,0.745,13,9,4,2574.67,23172.06
2721,Eduardo Espinoza,braunmartha@example.org,0.797,34,27,7,4283.51,115654.7
2722,Lisa Kelly,tanyabarrett@example.org,0.798,7,5,2,4410.95,22054.73
2723,Wanda Lindsey,rebekahbryant@example.org,0.751,43,32,11,3457.0,110624.06
2724,Michael Gonzalez,albertmoses@example.com,0.573,31,17,14,2711.64,46097.86
2725,Kim Stewart,wsmith@example.net,0.533,33,17,16,4893.98,83197.58
2726,Scott Richards,svaldez@example.org,0.856,4,3,1,3596.26,10788.77
2727,Jennifer Rice,coopersteven@example.org,0.473,6,2,4,3988.75,7977.5
2728,Alexa Martin,lukeolson@example.net,0.853,10,8,2,2822.57,22580.55
2729,Carl Jacobs,joseph38@example.org,0.545,49,26,23,4197.07,109123.84
2730,Joe Barnett,zknight@example.com,0.691,47,32,15,3649.78,116792.93
2731,Stephen Smith,portermatthew@example.net,0.858,41,35,6,1567.66,54868.21
2732,Jamie Booth,andrewsdavid@example.net,0.55,32,17,15,2286.53,38871.07
2733,Joseph Stewart,bennettkevin@example.net,0.692,44,30,14,3433.58,103007.39
2734,Erin Perez,mcdanielsarah@example.org,0.567,46,26,20,1420.06,36921.55
2735,Christopher Walker,vwebb@example.org,0.673,35,23,12,3748.59,86217.58
2736,Whitney Jones,amy11@example.com,0.599,13,7,6,3709.92,25969.47
2737,Joshua Cooper,xwong@example.com,0.668,37,24,13,4810.3,115447.27
2738,Wesley Mckay,bryankelly@example.org,0.839,18,15,3,4045.83,60687.42
2739,Kenneth Mitchell,kelleyamy@example.org,0.901,17,15,2,385.58,5783.76
2740,Pamela Walker,barnesmark@example.net,0.808,30,24,6,3687.33,88495.82
2741,Todd Barnett,bgibson@example.org,0.696,24,16,8,2249.44,35991.02
2742,Kathryn Miller,patrick10@example.com,0.654,26,16,10,2809.89,44958.21
2743,Abigail Silva,walter80@example.org,0.769,1,0,1,1005.59,0.0
2744,Darius Evans,jessica65@example.org,0.661,20,13,7,4079.42,53032.48
2745,Ashley Miller,robbinsmelanie@example.org,0.543,47,25,22,4708.19,117704.84
2746,Gary Johnson,chandlererica@example.org,0.695,27,18,9,4550.22,81904.01
2747,Barbara Chapman,tberg@example.net,0.862,27,23,4,3718.08,85515.76
2748,Angela Jones,ashley71@example.net,0.876,31,27,4,1671.91,45141.62
2749,Peter Walker,bperry@example.com,0.914,27,24,3,3152.41,75657.79
2750,Mary Charles,dcrosby@example.com,0.442,19,8,11,4831.99,38655.93
2751,Craig Wall,wwilliams@example.org,0.557,35,19,16,4195.89,79721.99
2752,Renee Green,dhernandez@example.net,0.918,6,5,1,2122.93,10614.66
2753,Richard Fowler,thomasadam@example.net,0.745,38,28,10,4881.44,136680.26
2754,Bradley Collins DVM,robert56@example.org,0.362,35,12,23,1668.87,20026.48
2755,Daniel Mitchell,davismatthew@example.net,0.809,21,16,5,452.83,7245.3
2756,Natalie Pratt,joseph37@example.net,0.811,14,11,3,2758.61,30344.69
2757,Mikayla Walker,racheltaylor@example.org,0.767,17,13,4,2827.01,36751.07
2758,Ronald Woods,jacobsonjoseph@example.com,0.755,1,0,1,3754.49,0.0
2759,Scott Brewer,lisasnyder@example.com,0.684,7,4,3,3807.45,15229.82
2760,Joshua Burke,thomas89@example.net,0.558,44,24,20,2779.09,66698.14
2761,Barry Greene,russelljerry@example.com,0.642,39,25,14,4757.7,118942.57
2762,Scott Rice,careyryan@example.com,0.774,13,10,3,3697.8,36978.04
2763,Jaime Brewer,rnewman@example.com,0.699,23,16,7,3680.66,58890.57
2764,Priscilla Wallace,jonesbrittany@example.org,0.496,46,22,24,1281.89,28201.6
2765,Kayla Smith,melissamora@example.net,0.87,3,2,1,4450.12,8900.23
2766,Ryan Mccormick,joshuawalker@example.net,0.918,2,1,1,3717.15,3717.15
2767,Nicole Hoffman,michellehamilton@example.com,0.783,1,0,1,4213.45,0.0
2768,Sharon Smith,brownbrent@example.org,0.871,3,2,1,1603.27,3206.54
2769,Miss Meghan Garcia PhD,chad66@example.com,0.4,3,1,2,4246.12,4246.12
2770,Terry Anderson,ojones@example.org,0.318,15,4,11,4812.14,19248.57
2771,Donald Torres,gwilliams@example.com,0.703,30,21,9,4008.9,84186.94
2772,Katherine Schmitt,kjones@example.com,0.964,40,38,2,4937.71,187633.01
2773,Jean Morales,carol29@example.org,0.948,5,4,1,2879.32,11517.29
2774,April Jones,daltonalex@example.net,0.681,15,10,5,3683.2,36831.96
2775,Dennis Hayes,wthornton@example.net,0.41,10,4,6,205.5,822.0
2776,Tyler Martin,hollandrichard@example.org,0.95,7,6,1,2184.75,13108.48
2777,Erin Hess,rcollins@example.net,0.564,3,1,2,896.21,896.21
2778,Wendy Dickerson,vmorrison@example.net,0.818,1,0,1,1494.25,0.0
2779,Benjamin Schmidt,zacharyirwin@example.net,0.521,16,8,8,3646.07,29168.53
2780,Mr. Marcus Smith,davisbrian@example.com,0.806,42,33,9,284.23,9379.53
2781,Robin Roberson,kellyadams@example.org,0.601,12,7,5,3062.61,21438.25
2782,Roy Mckenzie,fordkaren@example.net,0.94,10,9,1,3949.01,35541.06
2783,Eric Whitehead,brandy95@example.net,0.637,6,3,3,1543.66,4630.99
2784,Daniel Carey,uchavez@example.net,0.861,33,28,5,4606.77,128989.49
2785,Susan White,higginsjerry@example.org,0.853,49,41,8,344.69,14132.3
2786,Emily Klein,melissa39@example.net,0.498,4,1,3,3472.15,3472.15
2787,David Owens,deleonsheila@example.com,0.867,22,19,3,1810.47,34398.91
2788,Douglas Jones,benjaminwhite@example.net,0.8,2,1,1,1880.97,1880.97
2789,Kimberly Jones,sgalloway@example.net,0.603,19,11,8,1798.76,19786.34
2790,Pamela Hardy,bbrooks@example.net,0.673,48,32,16,4912.68,157205.71
2791,Wayne King,bkim@example.org,0.722,32,23,9,2789.24,64152.48
2792,Emily Farrell,ahernandez@example.com,0.827,8,6,2,1875.67,11253.99
2793,Jason Thompson,mcdonaldnatalie@example.org,0.801,32,25,7,3215.81,80395.19
2794,Samantha Kelly,hcollins@example.com,0.865,33,28,5,1724.0,48271.9
2795,Jamie Hughes,dylan21@example.com,0.571,19,10,9,4633.01,46330.05
2796,Ann Solis,jason13@example.com,0.734,20,14,6,4069.98,56979.74
2797,Tara Ward,baldwinkaren@example.org,0.45,12,5,7,904.99,4524.93
2798,Robert Brown,carolyn64@example.org,0.96,20,19,1,2795.9,53122.06
2799,Mrs. Jennifer Monroe DVM,jeremy92@example.com,0.705,32,22,10,4952.72,108959.88
2800,Brian Avery,briannasmith@example.com,0.478,9,4,5,523.63,2094.54
2801,Sara Chavez,irwinlee@example.net,0.96,19,18,1,4920.91,88576.45
2802,Mr. Jason Anderson,richardchapman@example.com,0.885,11,9,2,1844.19,16597.69
2803,James French,cmendoza@example.org,0.534,47,25,22,3158.21,78955.23
2804,Thomas Boyd,wagnerrichard@example.com,0.707,16,11,5,2725.49,29980.34
2805,Joanna Smith,westkathy@example.com,0.946,43,40,3,2692.4,107695.85
2806,Rachel Morris,rittermary@example.com,0.733,7,5,2,3050.61,15253.03
2807,Robert Bradley,sobrien@example.org,0.476,34,16,18,872.12,13953.97
2808,Laura Jones,currypatricia@example.net,0.692,5,3,2,2318.36,6955.07
2809,Timothy Wilson,tanya20@example.com,0.918,7,6,1,1088.84,6533.07
2810,Theresa Richards,jamie99@example.org,0.806,4,3,1,3619.17,10857.5
2811,Sandra Lewis,brianthomas@example.org,0.926,40,37,3,864.18,31974.67
2812,Dr. Cameron Rogers PhD,ocontreras@example.net,0.977,43,42,1,626.49,26312.46
2813,Brittany Gonzales,william81@example.com,0.892,27,24,3,2821.54,67717.01
2814,Andrea Perez,uroberts@example.com,0.677,42,28,14,262.29,7344.06
2815,Maria Heath,daviswesley@example.net,0.562,42,23,19,2856.75,65705.29
2816,Mr. Kevin Davenport,jacqueline76@example.org,0.816,9,7,2,4075.22,28526.53
2817,Erik Allen,michael01@example.org,0.75,1,0,1,722.63,0.0
2818,Victor Todd,ksimpson@example.com,0.859,24,20,4,4850.92,97018.31
2819,Bryan Hutchinson,josephrobinson@example.net,0.487,15,7,8,1740.9,12186.27
2820,Rachel Perez,emartin@example.net,0.93,22,20,2,4385.56,87711.27
2821,Justin Mercado,tiffanybarnes@example.net,0.838,33,27,6,3597.88,97142.81
2822,Ashley Clark,andersonstephanie@example.org,0.74,35,25,10,3359.35,83983.69
2823,Dakota Baker,ryan77@example.net,0.882,33,29,4,2480.71,71940.49
2824,Christine Johnson,scooke@example.net,0.93,49,45,4,2575.45,115895.3
2825,Darren Mclean,enewton@example.net,0.773,27,20,7,4763.27,95265.47
2826,Tara Gordon,suzannemonroe@example.com,0.764,48,36,12,3562.87,128263.47
2827,Alex Clayton,martinrichard@example.net,0.725,29,21,8,2585.01,54285.24
2828,Bill Graves,ohartman@example.net,0.915,44,40,4,635.72,25428.96
2829,Dustin Nelson,hodgessally@example.com,0.923,34,31,3,889.65,27579.05
2830,Christopher Cherry,aguilarjennifer@example.net,0.529,33,17,16,1124.09,19109.54
2831,Zachary Boyer,michelleramos@example.net,0.685,18,12,6,1156.29,13875.44
2832,Randy Bradley,jennifertran@example.org,0.665,17,11,6,2739.98,30139.81
2833,Barbara Clark,fvaughn@example.com,0.842,31,26,5,3311.72,86104.85
2834,Hector Edwards,mrhodes@example.net,0.562,34,19,15,3207.22,60937.1
2835,Anita Morrison,townsendross@example.net,0.95,32,30,2,4448.4,133452.11
2836,Raymond Montgomery,sheila44@example.net,0.467,16,7,9,1581.87,11073.07
2837,Mark Hays,ariana99@example.com,0.596,39,23,16,4774.65,109816.95
2838,Lori Martinez,jenkinsdanielle@example.net,0.379,36,13,23,2029.14,26378.81
2839,Cathy Cook,vclay@example.com,0.471,21,9,12,4423.93,39815.38
2840,Rhonda Juarez,ashley52@example.com,0.733,4,2,2,1615.82,3231.64
2841,Craig Anderson,hsimmons@example.org,0.73,48,35,13,1674.0,58589.85
2842,Cynthia Larson,maddoxanne@example.com,0.822,28,23,5,4289.85,98666.51
2843,Donna Lang,dthomas@example.com,0.535,33,17,16,1065.82,18118.99
2844,Dr. Alan Olson,ryan47@example.net,0.891,8,7,1,2932.87,20530.06
2845,Victoria Duran,tracygallagher@example.net,0.611,30,18,12,4256.51,76617.13
2846,Lucas Owens,griffinchristopher@example.org,0.718,40,28,12,1496.71,41907.77
2847,Christopher Clark,christopher69@example.com,0.753,7,5,2,765.27,3826.34
2848,Matthew Hart,jacobsonjeremy@example.net,0.913,16,14,2,3864.03,54096.42
2849,Kenneth Charles,shaunjones@example.net,0.724,19,13,6,2563.5,33325.46
2850,Cynthia James,daytrevor@example.org,0.664,42,27,15,1088.52,29390.09
2851,Elizabeth Howe,brendan22@example.net,0.904,35,31,4,284.56,8821.34
2852,Nicholas Mueller,vyork@example.org,0.817,20,16,4,1268.26,20292.12
2853,Thomas Holland,ujohnson@example.com,0.827,40,33,7,4566.15,150682.83
2854,Zachary Roberts,ghicks@example.net,0.795,48,38,10,2854.58,108473.92
2855,Joshua Armstrong,qcurtis@example.org,0.904,17,15,2,2401.42,36021.25
2856,Justin Brooks,denisemoon@example.net,0.897,12,10,2,4558.76,45587.57
2857,Michael Wilson,williamsangela@example.com,0.718,46,33,13,4273.94,141039.94
2858,Brian Wolfe Jr.,christy00@example.org,0.856,18,15,3,1515.3,22729.49
2859,Heather Andersen,aliciachristensen@example.com,0.605,12,7,5,3335.79,23350.55
2860,Michelle Martinez,dboyd@example.com,0.764,32,24,8,2267.6,54422.44
2861,Kim Fisher,steven67@example.org,0.924,12,11,1,4331.82,47649.97
2862,Joshua Stanley,shaundominguez@example.com,0.932,16,14,2,3782.81,52959.35
2863,Ryan Singleton,pwells@example.net,0.658,14,9,5,2585.6,23270.39
2864,Victoria Gomez,rachel50@example.org,0.763,19,14,5,497.82,6969.44
2865,Matthew Sanchez,transusan@example.net,0.79,7,5,2,4795.96,23979.8
2866,Duane Lewis,gregory81@example.com,0.558,37,20,17,948.5,18969.92
2867,Gregory Stephens,stacy89@example.org,0.691,43,29,14,983.07,28509.07
2868,Tammy Lindsey,mmcclure@example.net,0.818,9,7,2,1900.26,13301.81
2869,Steven Brown,rarcher@example.net,0.745,34,25,9,4634.41,115860.13
2870,Andrea Knox,jamesking@example.com,0.949,45,42,3,4535.39,190486.46
2871,Joshua Peters,lukebullock@example.com,0.795,21,16,5,777.83,12445.22
2872,Samantha Valenzuela,horntimothy@example.net,0.771,40,30,10,1977.1,59313.05
2873,Howard Williams,sandrafletcher@example.net,0.539,41,22,19,4289.27,94363.89
2874,Brandy Jenkins,jamesfreeman@example.net,0.516,23,11,12,493.82,5431.97
2875,Brandi Carter,apeters@example.org,0.62,34,21,13,823.49,17293.2
2876,Kathryn Thomas,hpalmer@example.com,0.7,30,21,9,4419.35,92806.42
2877,Jamie Anthony,danny09@example.org,0.355,39,13,26,4469.15,58098.94
2878,Michael White,nelsonrobin@example.net,0.724,18,13,5,3852.62,50084.11
2879,Matthew Johnson,brian68@example.net,0.649,49,31,18,1737.24,53854.49
